12.0143230000;818.8759680000;13.7635940000;
12.0700000000;822.8737280000;11.2750520000;
12.1600520000;822.5774720000;11.5964060000;
12.3682290000;822.8305920000;15.1108330000;
12.9259900000;826.3793280000;13.9270310000;
12.8586970000;830.5379200000;10.6877090000;
13.1801050000;848.6373120000;10.3560930000;
13.0017190000;839.8790400000;13.8461970000;
12.7723960000;829.5600000000;12.0468750000;
13.3028120000;830.0415360000;10.2640100000;
13.1768750000;834.2720000000;11.3193750000;
13.8893230000;833.3950720000;8.0508850000;
13.2588020000;840.1319040000;8.8133850000;
13.9419800000;834.4102400000;14.6478130000;
14.1892190000;838.2944000000;14.1433330000;
13.7406250000;838.2549760000;10.2616140000;
13.9753640000;852.9349760000;12.6807810000;
13.7801040000;834.6785920000;12.5695830000;
13.9683340000;834.5310720000;13.5026560000;
14.0021870000;833.6668800000;9.2964580000;
13.7897400000;835.8942720000;11.4879680000;
13.1465110000;832.0723200000;12.7425000000;
13.9623440000;856.6522880000;8.4348960000;
13.8328650000;832.0485120000;8.6531250000;
13.9775000000;840.6832000000;10.2308860000;
13.7607810000;852.2624640000;10.0652090000;
13.9955730000;833.9419520000;12.3003120000;
13.8124480000;840.4986240000;14.0567710000;
12.5985420000;846.1992960000;13.0692710000;
14.1278650000;833.2586240000;11.2871350000;
13.6882290000;835.1852800000;10.7592190000;
14.0498960000;857.2878720000;9.7784370000;
13.9304170000;834.1394560000;11.7455210000;
13.4967190000;833.2375680000;12.5445830000;
12.6910930000;834.3155200000;12.6948960000;
13.3715100000;836.3355520000;11.3957810000;
13.9517710000;833.6915840000;14.9142710000;
14.0825000000;836.0392960000;11.6338540000;
13.7199480000;839.6951680000;14.5213540000;
13.6091670000;837.8252800000;8.9316150000;
13.7931770000;831.6407040000;13.8643230000;
12.7063020000;836.7612800000;10.8498950000;
14.0706250000;855.5736960000;13.2805210000;
12.4512500000;834.0476800000;11.4389590000;
15.5011980000;836.0882560000;14.5926560000;
14.0540100000;832.8515840000;10.8355730000;
13.8823960000;840.5590400000;12.0624480000;
13.7091140000;839.1111680000;12.8098440000;
12.4353650000;848.8130560000;14.1647400000;
15.6029160000;837.0100480000;11.2004690000;
13.8819270000;855.3031040000;10.5482810000;
13.9050520000;833.4864640000;10.9944270000;
13.7722920000;833.7131520000;12.3014070000;
14.0192710000;834.5341440000;9.4231770000;
14.5211980000;832.5724800000;11.2832820000;
13.7286980000;835.9482880000;12.6768230000;
13.6826040000;835.9290240000;12.3819270000;
14.0298440000;845.1704320000;9.7994790000;
15.5981250000;832.1782400000;14.4567190000;
13.9917710000;837.2618240000;9.7201040000;
13.7856770000;837.2493440000;10.8300520000;
14.2801040000;836.7998720000;11.9678120000;
13.9402600000;834.0645120000;14.8863540000;
14.0233340000;836.4277760000;11.8715630000;
13.8177080000;834.2147840000;10.2380730000;
13.3479690000;840.8545920000;10.6931770000;
13.6327080000;835.4023680000;12.4812500000;
13.9818230000;832.2188160000;13.8151050000;
14.2158340000;830.0969600000;14.4769270000;
13.3937500000;829.6343680000;10.0366140000;
13.7631250000;832.5744640000;11.0515100000;
14.0099480000;838.4885120000;11.7438540000;
13.8935940000;834.0273280000;12.7581770000;
13.7337500000;844.4580480000;9.4342190000;
14.0817190000;831.1335680000;11.6469790000;
12.8177600000;835.3908480000;14.2674480000;
13.9299480000;838.0280960000;7.8081250000;
14.0370310000;833.5415040000;9.0298430000;
13.5017190000;848.5701120000;14.4800000000;
13.7431250000;837.2641920000;10.2563550000;
13.6911460000;835.7772800000;8.5750520000;
13.6173440000;836.8821120000;12.3841140000;
12.6628120000;843.3970560000;14.0173440000;
13.8889590000;837.7476480000;8.2943220000;
14.0265100000;835.0979840000;12.9233860000;
14.1493750000;836.9408000000;12.6366150000;
13.8092190000;840.2839040000;12.7404690000;
13.9740620000;836.4567040000;12.6912500000;
13.8341670000;838.2226560000;13.7744790000;
13.8298440000;839.5752960000;9.0801570000;
13.8966140000;833.1725440000;15.6428130000;
14.1500000000;833.5810560000;12.0088020000;
13.9642180000;841.7495040000;12.8256770000;
13.9142710000;833.7003520000;9.6607290000;
13.5040100000;837.4387840000;11.2053120000;
14.0340100000;838.7450240000;11.8752090000;
13.7562500000;837.2208000000;11.4519270000;
14.0790110000;835.9895040000;12.6990630000;
14.1021360000;837.7304320000;10.6114060000;
15.1447400000;853.3666560000;9.7355730000;
