2.6393750000;110.9703680000;4.0595830000;
2.5313020000;111.3121840000;6.0730200000;
2.2217180000;110.1597440000;4.3014070000;
3.5136980000;116.5622880000;3.9031250000;
2.9987500000;118.5732320000;5.1360420000;
3.2156250000;116.8431280000;6.0115110000;
3.3709370000;116.1455200000;4.1245830000;
3.4061460000;116.9446320000;6.6474480000;
3.9808330000;115.0860400000;6.6053650000;
3.4188020000;116.8307840000;4.1719790000;
3.4740630000;117.0073920000;6.3193230000;
3.3313020000;117.0172880000;4.5190630000;
3.7161460000;114.9902560000;4.6356250000;
3.3505210000;116.2075520000;3.1871880000;
3.3811460000;114.3734400000;4.7651040000;
3.9402600000;116.4489600000;3.6482810000;
2.3578130000;116.9235440000;4.5462500000;
3.5088540000;115.9994800000;5.9843230000;
3.4509900000;114.5416640000;5.7096350000;
3.9089060000;116.1760400000;4.7513540000;
3.6610420000;116.8517680000;4.4589060000;
3.9873440000;116.8784880000;7.1563540000;
3.3499480000;116.9300480000;3.5441150000;
3.2810420000;114.8203120000;5.0717710000;
3.8093750000;119.2693200000;5.3205210000;
3.0677080000;116.5976080000;4.2801040000;
3.8113020000;117.2671360000;4.2454690000;
3.4024480000;116.6715120000;5.5493230000;
3.5579170000;119.3843200000;6.4326040000;
3.3866150000;117.3636960000;6.1667180000;
3.4772910000;117.6251520000;4.4483330000;
3.2066150000;123.5793760000;4.8939580000;
4.2957290000;125.0394240000;3.7340110000;
3.5184890000;124.7519280000;6.6656770000;
3.9834900000;127.0752080000;4.9592190000;
4.1152600000;126.1052640000;3.3430730000;
3.7563540000;125.0988000000;3.3800000000;
3.4131250000;125.1759920000;3.3301560000;
3.9170830000;124.7307280000;1.7714060000;
3.0863540000;128.9394240000;2.4042190000;
4.0390110000;126.6950000000;3.3231250000;
2.5203650000;123.5141680000;5.2173440000;
4.2302600000;125.5689040000;4.0963550000;
3.7565620000;123.9100000000;6.5422920000;
3.0696880000;121.9048960000;3.3271350000;
4.2327600000;122.8336960000;7.3559890000;
3.1936980000;123.8487520000;4.7339580000;
3.4268750000;126.3594240000;3.8565620000;
3.7914060000;124.3047360000;4.5582290000;
6.3926040000;123.8107840000;4.3877080000;
4.0096870000;118.9412000000;4.9139580000;
3.5367180000;124.5829680000;4.1230730000;
4.0615110000;122.9680720000;5.0293750000;
4.2785940000;126.1133360000;6.2808330000;
4.5850000000;121.7276000000;2.9160930000;
3.4660420000;127.9533360000;1.7613540000;
4.1090630000;125.1366160000;5.1749480000;
3.7319270000;118.9312480000;2.1797400000;
3.0056250000;123.9418240000;4.6093230000;
3.8094790000;129.3332320000;6.5331770000;
3.0176560000;127.9138000000;6.4003650000;
3.8466140000;126.6444800000;4.4740110000;
3.5170830000;125.2276560000;6.1280730000;
3.5746360000;121.8996320000;5.1434890000;
3.6377090000;124.4691680000;3.3013020000;
4.2638540000;124.9895280000;4.5032810000;
4.0310420000;125.2109360000;5.3793750000;
3.7080210000;126.1271840000;3.3587500000;
3.9341670000;126.8515120000;4.5217700000;
3.8852610000;126.2570320000;4.8768750000;
4.3021870000;124.2978160000;5.0517710000;
3.6206250000;125.0520320000;6.2312500000;
3.9404170000;124.2714080000;3.8962500000;
4.1396880000;123.8476000000;6.5634370000;
5.8785940000;125.7591120000;3.3206250000;
3.9936460000;125.6030240000;3.2540620000;
4.1701560000;126.2324000000;4.5646350000;
3.3515100000;125.0178640000;6.2469270000;
3.1838540000;127.8936480000;1.8548440000;
3.1958330000;123.7577600000;4.5588020000;
3.9373950000;128.3424480000;4.8808850000;
4.4198440000;125.0247920000;4.8662500000;
2.9792190000;125.5550560000;3.5253650000;
4.1153130000;125.8809360000;6.3483860000;
3.7267710000;123.5379200000;5.6047910000;
4.5260420000;128.8732320000;4.4984900000;
3.3161980000;123.5888000000;4.7871870000;
4.2404690000;123.6736960000;5.5538020000;
4.6123950000;126.7938000000;4.8525520000;
4.2960420000;127.4093200000;6.7183860000;
3.6735420000;125.0161440000;6.7895310000;
3.3777080000;123.7297440000;4.6021360000;
3.9024480000;124.5791120000;6.0176560000;
4.2684380000;125.1084400000;4.2963020000;
4.1669800000;124.9107840000;5.3059890000;
4.3670320000;124.1330240000;5.0208860000;
4.1285410000;126.3628640000;4.4576050000;
3.5908340000;128.0628640000;4.7041670000;
3.7704690000;126.5179200000;3.8738540000;
3.9184900000;125.9651600000;2.1088020000;
